order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O01111,C0120,2024-03-28,Delivered,UPI,Website,349,0,59,408,2024-04-01
O01112,C0361,2024-10-24,Delivered,COD,Website,509.15,89.85,49,558.15,2024-10-26
O01113,C0074,2024-05-27,Delivered,Credit Card,Mobile App,1169.15,226.85,0,1169.15,2024-05-30
O01114,C0095,2025-10-25,Delivered,UPI,Website,426.55,22.45,59,485.55,2025-10-29
O01115,C0111,2024-02-21,Delivered,UPI,Mobile App,449,0,59,508,2024-02-25
O01116,C0201,2025-02-28,Delivered,UPI,Website,494.1,54.9,49,543.1,2025-03-02
O01117,C0495,2025-01-24,Delivered,UPI,Mobile App,349,0,59,408,2025-01-30
O01118,C0381,2025-06-05,Delivered,UPI,Website,319.2,79.8,59,378.2,2025-06-11
O01119,C0406,2024-04-24,Delivered,UPI,Mobile App,2902.2,341.8,0,2902.2,2024-04-27
O01120,C0008,2024-05-27,Delivered,Credit Card,Mobile App,593.3,104.7,59,652.3,2024-05-30
O01121,C0229,2025-04-30,Delivered,UPI,Mobile App,426.55,22.45,40,466.55,2025-05-04
O01122,C0369,2025-10-17,Delivered,UPI,Mobile App,1130.55,17.45,0,1130.55,2025-10-25
O01123,C0431,2025-01-29,Returned,COD,Mobile App,1637.5,359.5,0,1637.5,2025-02-03
O01124,C0465,2024-01-10,Delivered,Credit Card,Website,1196.75,299.25,0,1196.75,2024-01-14
O01125,C0067,2024-03-28,Delivered,UPI,Mobile App,1192.25,104.75,0,1192.25,2024-03-31
O01126,C0277,2024-10-02,Delivered,COD,Website,1992.15,104.85,0,1992.15,2024-10-05
O01127,C0103,2025-05-18,Delivered,Net Banking,Website,799,0,0,799,2025-05-20
O01128,C0193,2024-09-11,Delivered,COD,Website,930.65,67.35,0,930.65,2024-09-14
O01129,C0197,2025-08-04,Delivered,Net Banking,Website,404.1,44.9,59,463.1,2025-08-12
O01130,C0236,2024-08-18,Delivered,UPI,Website,2560.25,134.75,0,2560.25,2024-08-20
O01131,C0223,2024-05-01,Delivered,UPI,Website,1512.25,134.75,0,1512.25,2024-05-07
O01132,C0413,2024-11-08,Delivered,UPI,Website,1438.2,159.8,0,1438.2,2024-11-11
O01133,C0361,2024-10-06,Delivered,UPI,Website,1188.3,209.7,0,1188.3,2024-10-12
O01134,C0277,2024-04-03,Delivered,UPI,Website,599,0,49,648,2024-04-06
O01135,C0257,2024-03-12,Delivered,COD,Website,822.1,24.9,0,822.1,2024-03-16
O01136,C0396,2025-07-27,Delivered,UPI,Website,1122.5,224.5,0,1122.5,2025-08-01
O01137,C0059,2025-08-12,Delivered,UPI,Website,699,0,0,699,2025-08-14
O01138,C0291,2025-10-04,Delivered,UPI,Mobile App,359.1,39.9,49,408.1,2025-10-08
O01139,C0497,2024-11-08,Returned,COD,Website,336.75,112.25,40,376.75,2024-11-13
O01140,C0409,2025-10-02,In Transit,UPI,Mobile App,2397,0,0,2397,1900-01-00
O01141,C0210,2024-11-06,Delivered,UPI,Website,1256.4,139.6,0,1256.4,2024-11-09
O01142,C0451,2025-03-28,Delivered,Credit Card,Website,1048,0,0,1048,2025-03-31
O01143,C0413,2025-06-06,Delivered,COD,Marketplace,759.05,39.95,0,759.05,2025-06-08
O01144,C0450,2025-01-22,Returned,UPI,Website,923.15,74.85,0,923.15,2025-01-24
O01145,C0393,2025-10-24,Delivered,UPI,Mobile App,314.1,34.9,40,354.1,2025-10-28
O01146,C0413,2024-07-02,Delivered,UPI,Mobile App,199.2,49.8,40,239.2,2024-07-06
O01147,C0047,2024-06-13,Delivered,UPI,Mobile App,349,0,59,408,2024-06-17
O01148,C0255,2025-10-25,Cancelled,UPI,Marketplace,599,0,0,0,1900-01-00
O01149,C0229,2025-07-17,Delivered,COD,Website,1138.1,59.9,0,1138.1,2025-07-24
O01150,C0060,2025-10-22,Delivered,Credit Card,Website,678.3,119.7,49,727.3,2025-10-27
O01151,C0385,2024-02-22,Delivered,Credit Card,Website,2540.2,104.8,0,2540.2,2024-02-25
O01152,C0445,2025-03-30,Delivered,UPI,Website,894.65,52.35,0,894.65,2025-04-02
O01153,C0500,2024-11-01,Delivered,Debit Card,Mobile App,314.1,34.9,49,363.1,2024-11-05
O01154,C0443,2024-04-18,Delivered,Net Banking,Website,588.2,59.8,59,647.2,2024-04-21
O01155,C0100,2024-05-18,Delivered,UPI,Marketplace,948.1,49.9,0,948.1,2024-05-23
O01156,C0204,2025-11-13,Delivered,Credit Card,Mobile App,404.1,44.9,49,453.1,2025-11-18
O01157,C0483,2024-08-11,Cancelled,Net Banking,Mobile App,1043.1,54.9,0,0,1900-01-00
O01158,C0187,2024-02-17,In Transit,Debit Card,Mobile App,1721.5,224.5,0,1721.5,1900-01-00
O01159,C0258,2024-03-08,Delivered,COD,Mobile App,758.1,39.9,0,758.1,2024-03-10
O01160,C0187,2025-07-17,Delivered,UPI,Mobile App,759.05,39.95,0,759.05,2025-07-21
O01161,C0451,2024-10-09,Delivered,Debit Card,Website,638.4,159.6,40,678.4,2024-10-13
O01162,C0071,2025-07-13,Returned,COD,Website,539.1,59.9,59,598.1,2025-07-15
O01163,C0079,2024-10-29,Delivered,Debit Card,Marketplace,728.05,19.95,0,728.05,2024-11-01
O01164,C0238,2024-05-05,Delivered,Debit Card,Website,2182.95,262.05,0,2182.95,2024-05-10
O01165,C0026,2024-06-14,Delivered,Debit Card,Website,498,0,59,557,2024-06-21
O01166,C0230,2025-03-02,Delivered,Credit Card,Mobile App,1956.4,239.6,0,1956.4,2025-03-07
O01167,C0244,2025-03-03,Delivered,UPI,Mobile App,449,0,59,508,2025-03-08
O01168,C0265,2025-06-19,Delivered,UPI,Website,349,0,40,389,2025-06-24
O01169,C0310,2024-05-28,Delivered,Debit Card,Marketplace,474.05,24.95,40,514.05,2024-06-01
O01170,C0378,2024-11-25,Delivered,Credit Card,Mobile App,299,0,40,339,2024-11-30
O01171,C0124,2025-06-23,Cancelled,Credit Card,Mobile App,908.25,139.75,0,0,1900-01-00
O01172,C0247,2024-08-17,Cancelled,Debit Card,Website,898.35,199.65,0,0,1900-01-00
O01173,C0191,2024-04-26,Cancelled,UPI,Mobile App,616.55,32.45,0,0,1900-01-00
O01174,C0297,2024-01-09,Cancelled,UPI,Website,1077.3,119.7,0,0,1900-01-00
O01175,C0282,2024-11-07,Delivered,UPI,Mobile App,718.2,79.8,0,718.2,2024-11-14
O01176,C0472,2024-08-09,Delivered,COD,Website,1817.1,79.9,0,1817.1,2024-08-16
O01177,C0437,2024-04-25,Delivered,Credit Card,Mobile App,539.1,59.9,59,598.1,2024-04-27
O01178,C0452,2024-12-24,Delivered,COD,Website,1941.45,254.55,0,1941.45,2024-12-29
O01179,C0179,2025-08-16,Delivered,Net Banking,Mobile App,808.2,89.8,0,808.2,2025-08-19
O01180,C0183,2024-07-29,Delivered,Debit Card,Mobile App,314.1,34.9,49,363.1,2024-08-04
O01181,C0434,2025-08-10,Delivered,COD,Mobile App,1115.65,82.35,0,1115.65,2025-08-14
O01182,C0318,2024-02-03,Delivered,COD,Mobile App,1233.1,64.9,0,1233.1,2024-02-06
O01183,C0126,2024-10-27,Returned,Net Banking,Website,3370.45,324.55,0,3370.45,2024-11-01
O01184,C0151,2024-09-09,Delivered,Credit Card,Website,719.1,79.9,0,719.1,2024-09-14
O01185,C0083,2024-11-14,Delivered,COD,Mobile App,988.2,109.8,0,988.2,2024-11-18
O01186,C0197,2024-07-05,Cancelled,Debit Card,Mobile App,1564.65,82.35,0,0,1900-01-00
O01187,C0206,2024-05-11,Cancelled,UPI,Website,1467.3,179.7,0,0,1900-01-00
O01188,C0456,2025-09-27,Delivered,Debit Card,Website,1279.65,67.35,0,1279.65,2025-09-30
O01189,C0033,2024-12-28,Cancelled,UPI,Website,269.1,29.9,0,0,1900-01-00
O01190,C0054,2024-11-02,Cancelled,Credit Card,Website,1902.85,192.15,0,0,1900-01-00
O01191,C0280,2024-08-29,Delivered,Net Banking,Website,1757.85,137.15,0,1757.85,2024-09-04
O01192,C0302,2025-08-26,Delivered,UPI,Mobile App,1269.8,127.2,0,1269.8,2025-08-30
O01193,C0099,2024-11-11,Delivered,Credit Card,Website,314.1,34.9,59,373.1,2024-11-16
O01194,C0448,2024-11-22,Delivered,Credit Card,Website,551.65,97.35,59,610.65,2024-11-25
O01195,C0340,2025-10-12,Delivered,COD,Website,519.2,129.8,59,578.2,2025-10-14
O01196,C0087,2024-06-15,Delivered,UPI,Mobile App,1229.75,117.25,0,1229.75,2024-06-18
O01197,C0424,2024-02-23,Delivered,UPI,Website,848,0,0,848,2024-02-26
O01198,C0069,2024-06-13,Delivered,UPI,Mobile App,411.75,137.25,59,470.75,2024-06-16
O01199,C0020,2024-11-24,Delivered,COD,Mobile App,1362.2,84.8,0,1362.2,2024-12-02
O01200,C0103,2024-10-04,Delivered,Credit Card,Website,1677.6,419.4,0,1677.6,2024-10-10
O01201,C0495,2025-03-21,Returned,Debit Card,Website,339.15,59.85,49,388.15,2025-03-24
O01202,C0216,2024-02-02,Delivered,Net Banking,Mobile App,398.4,99.6,40,438.4,2024-02-06
O01203,C0052,2025-06-07,Delivered,UPI,Mobile App,983.1,64.9,0,983.1,2025-06-11
O01204,C0087,2024-08-12,Delivered,UPI,Website,830.55,17.45,0,830.55,2024-08-17
O01205,C0194,2024-05-20,Delivered,UPI,Website,399,0,40,439,2024-05-29
O01206,C0321,2024-11-16,Returned,UPI,Website,799,0,0,799,2024-11-22
O01207,C0326,2025-02-24,Delivered,Credit Card,Marketplace,569.05,29.95,49,618.05,2025-02-26
O01208,C0432,2025-10-29,Delivered,UPI,Mobile App,1942.45,354.55,0,1942.45,2025-11-04
O01209,C0266,2025-01-16,Delivered,Credit Card,Marketplace,314.1,34.9,40,354.1,2025-01-18
O01210,C0172,2024-02-11,Delivered,Net Banking,Website,479.2,119.8,40,519.2,2024-02-15
O01211,C0304,2025-06-05,Delivered,Credit Card,Website,339.15,59.85,40,379.15,2025-06-10
O01212,C0467,2025-08-11,Delivered,Credit Card,Mobile App,284.05,14.95,49,333.05,2025-08-16
O01213,C0024,2025-01-31,Delivered,UPI,Website,822.25,74.75,0,822.25,2025-02-06
O01214,C0327,2024-11-05,Delivered,UPI,Website,424.15,74.85,40,464.15,2024-11-10
O01215,C0106,2024-07-10,Delivered,UPI,Website,1915.35,179.65,0,1915.35,2024-07-19
O01216,C0477,2024-06-12,Delivered,UPI,Website,1566.45,229.55,0,1566.45,2024-06-15
O01217,C0081,2024-01-31,Delivered,Credit Card,Marketplace,759.05,39.95,0,759.05,2024-02-04
O01218,C0328,2025-09-07,Delivered,UPI,Mobile App,3036.05,256.95,0,3036.05,2025-09-12
O01219,C0398,2024-10-11,Delivered,UPI,Website,894.8,102.2,0,894.8,2024-10-16
O01220,C0348,2024-04-26,Delivered,Credit Card,Mobile App,2325.4,219.6,0,2325.4,2024-04-30
O01221,C0244,2024-02-25,In Transit,UPI,Website,539.1,59.9,40,579.1,1900-01-00
O01222,C0266,2025-10-17,In Transit,UPI,Website,1168.2,129.8,0,1168.2,1900-01-00
O01223,C0334,2024-10-30,Cancelled,UPI,Marketplace,1078.2,119.8,0,0,1900-01-00
O01224,C0329,2025-10-24,Delivered,UPI,Website,449.1,49.9,49,498.1,2025-10-31
O01225,C0008,2024-10-22,Delivered,UPI,Website,1088.25,159.75,0,1088.25,2024-10-26
O01226,C0323,2025-10-28,Delivered,COD,Mobile App,2146.35,199.65,0,2146.35,2025-10-31
O01227,C0300,2024-04-02,Delivered,UPI,Website,359.1,39.9,59,418.1,2024-04-04
O01228,C0333,2024-11-08,Delivered,UPI,Mobile App,870.55,27.45,0,870.55,2024-11-13
O01229,C0348,2024-01-17,Cancelled,Net Banking,Website,1284.85,162.15,0,0,1900-01-00
O01230,C0211,2024-06-04,In Transit,UPI,Website,261.75,87.25,49,310.75,1900-01-00
O01231,C0146,2024-11-14,Delivered,Net Banking,Marketplace,2189.3,104.7,0,2189.3,2024-11-17
O01232,C0486,2025-08-05,Delivered,Net Banking,Website,2569.75,374.25,0,2569.75,2025-08-09
O01233,C0364,2025-05-22,Delivered,COD,Website,599,0,49,648,2025-05-29
O01234,C0049,2024-12-01,Delivered,UPI,Mobile App,249,0,40,289,2024-12-05
O01235,C0431,2025-09-23,Returned,COD,Website,1000.75,147.25,0,1000.75,2025-09-25
O01236,C0432,2025-07-10,Delivered,Credit Card,Website,254.15,44.85,59,313.15,2025-07-18
O01237,C0078,2024-02-26,Delivered,Net Banking,Website,917.5,179.5,0,917.5,2024-03-05
O01238,C0280,2024-02-04,Cancelled,UPI,Website,314.1,34.9,0,0,1900-01-00
O01239,C0002,2025-04-04,Delivered,COD,Website,314.1,34.9,59,373.1,2025-04-09
O01240,C0435,2024-01-07,Delivered,UPI,Website,1038.3,159.7,0,1038.3,2024-01-09
O01241,C0087,2024-03-16,In Transit,UPI,Website,1399.95,247.05,0,1399.95,1900-01-00
O01242,C0299,2025-09-03,Delivered,Credit Card,Website,551.65,97.35,49,600.65,2025-09-06
O01243,C0221,2024-01-27,In Transit,UPI,Website,398.4,99.6,59,457.4,1900-01-00
O01244,C0429,2025-04-26,Delivered,Debit Card,Website,988.2,109.8,0,988.2,2025-05-02
O01245,C0086,2025-07-05,Delivered,UPI,Website,424.15,74.85,59,483.15,2025-07-07
O01246,C0165,2025-04-07,Delivered,Credit Card,Mobile App,598,0,49,647,2025-04-13
O01247,C0457,2024-01-13,Delivered,UPI,Website,1423.9,172.1,0,1423.9,2024-01-19
O01248,C0284,2025-02-12,Delivered,COD,Mobile App,948,0,0,948,2025-02-19
O01249,C0444,2024-07-27,Delivered,UPI,Website,2070.7,324.3,0,2070.7,2024-08-01
O01250,C0286,2025-05-09,Delivered,UPI,Marketplace,783.35,164.65,0,783.35,2025-05-13
